Bug,Releases Slept,Project
ZOOKEEPER-1466,14,ZOOKEEPER
ZOOKEEPER-3006,22,ZOOKEEPER
ZOOKEEPER-1580,0,ZOOKEEPER
ZOOKEEPER-1063,2,ZOOKEEPER
ZOOKEEPER-2622,37,ZOOKEEPER
ZOOKEEPER-2931,0,ZOOKEEPER
ZOOKEEPER-1264,0,ZOOKEEPER
ZOOKEEPER-2628,1,ZOOKEEPER
ZOOKEEPER-1864,7,ZOOKEEPER
ZOOKEEPER-2949,0,ZOOKEEPER
ZOOKEEPER-1900,1,ZOOKEEPER
ZOOKEEPER-1807,22,ZOOKEEPER
ZOOKEEPER-1265,0,ZOOKEEPER
ZOOKEEPER-2014,13,ZOOKEEPER
ZOOKEEPER-1371,31,ZOOKEEPER
ZOOKEEPER-2247,11,ZOOKEEPER
ZOOKEEPER-1478,8,ZOOKEEPER
ZOOKEEPER-2249,0,ZOOKEEPER
ZOOKEEPER-1474,14,ZOOKEEPER
ZOOKEEPER-1379,14,ZOOKEEPER
ZOOKEEPER-1471,14,ZOOKEEPER
ZOOKEEPER-3144,0,ZOOKEEPER
ZOOKEEPER-1366,23,ZOOKEEPER
ZOOKEEPER-602,22,ZOOKEEPER
ZOOKEEPER-962,0,ZOOKEEPER
ZOOKEEPER-1277,12,ZOOKEEPER
ZOOKEEPER-1179,14,ZOOKEEPER
ZOOKEEPER-2269,5,ZOOKEEPER
ZOOKEEPER-2822,4,ZOOKEEPER
ZOOKEEPER-2304,31,ZOOKEEPER
ZOOKEEPER-2187,25,ZOOKEEPER
ZOOKEEPER-2301,31,ZOOKEEPER
ZOOKEEPER-2141,11,ZOOKEEPER
ZOOKEEPER-2146,23,ZOOKEEPER
ZOOKEEPER-2366,9,ZOOKEEPER
ZOOKEEPER-1361,11,ZOOKEEPER
ZOOKEEPER-2574,13,ZOOKEEPER
ZOOKEEPER-2573,1,ZOOKEEPER
ZOOKEEPER-2778,4,ZOOKEEPER
ZOOKEEPER-1818,15,ZOOKEEPER
ZOOKEEPER-2579,1,ZOOKEEPER
ZOOKEEPER-1086,2,ZOOKEEPER
ZOOKEEPER-2893,19,ZOOKEEPER
ZOOKEEPER-1898,14,ZOOKEEPER
ZOOKEEPER-1514,16,ZOOKEEPER
ZOOKEEPER-2261,21,ZOOKEEPER
ZOOKEEPER-1089,2,ZOOKEEPER
ZOOKEEPER-2818,40,ZOOKEEPER
ZOOKEEPER-2819,16,ZOOKEEPER
ZOOKEEPER-2953,0,ZOOKEEPER
ZOOKEEPER-1870,0,ZOOKEEPER
ZOOKEEPER-2959,2,ZOOKEEPER
ZOOKEEPER-1354,11,ZOOKEEPER
ZOOKEEPER-1489,14,ZOOKEEPER
ZOOKEEPER-731,2,ZOOKEEPER
ZOOKEEPER-985,0,ZOOKEEPER
ZOOKEEPER-3072,21,ZOOKEEPER
ZOOKEEPER-2642,1,ZOOKEEPER
ZOOKEEPER-1208,1,ZOOKEEPER
ZOOKEEPER-2405,3,ZOOKEEPER
ZOOKEEPER-1560,0,ZOOKEEPER
ZOOKEEPER-1419,11,ZOOKEEPER
ZOOKEEPER-1823,1,ZOOKEEPER
ZOOKEEPER-3218,45,ZOOKEEPER
ZOOKEEPER-2467,7,ZOOKEEPER
ZOOKEEPER-1412,12,ZOOKEEPER
ZOOKEEPER-1697,8,ZOOKEEPER
ZOOKEEPER-3041,3,ZOOKEEPER
ZOOKEEPER-3042,4,ZOOKEEPER
ZOOKEEPER-1551,8,ZOOKEEPER
ZOOKEEPER-3165,45,ZOOKEEPER
ZOOKEEPER-786,2,ZOOKEEPER
ZOOKEEPER-1628,20,ZOOKEEPER
ZOOKEEPER-1629,20,ZOOKEEPER
ZOOKEEPER-2964,0,ZOOKEEPER
ZOOKEEPER-2245,4,ZOOKEEPER
ZOOKEEPER-1622,14,ZOOKEEPER
ZOOKEEPER-2961,0,ZOOKEEPER
ZOOKEEPER-2244,5,ZOOKEEPER
ZOOKEEPER-1256,35,ZOOKEEPER
ZOOKEEPER-2804,40,ZOOKEEPER
ZOOKEEPER-1495,10,ZOOKEEPER
ZOOKEEPER-2687,1,ZOOKEEPER
ZOOKEEPER-1496,16,ZOOKEEPER
ZOOKEEPER-1392,36,ZOOKEEPER
ZOOKEEPER-706,26,ZOOKEEPER
ZOOKEEPER-2808,19,ZOOKEEPER
ZOOKEEPER-2852,19,ZOOKEEPER
ZOOKEEPER-2678,1,ZOOKEEPER
ZOOKEEPER-1939,22,ZOOKEEPER
ZOOKEEPER-1797,1,ZOOKEEPER
ZOOKEEPER-2279,5,ZOOKEEPER
ZOOKEEPER-2693,31,ZOOKEEPER
ZOOKEEPER-3059,1,ZOOKEEPER
ZOOKEEPER-1427,11,ZOOKEEPER
ZOOKEEPER-1932,16,ZOOKEEPER
ZOOKEEPER-2517,1,ZOOKEEPER
ZOOKEEPER-2213,5,ZOOKEEPER
ZOOKEEPER-2211,7,ZOOKEEPER
ZOOKEEPER-3113,0,ZOOKEEPER
ZOOKEEPER-1307,13,ZOOKEEPER
ZOOKEEPER-3117,22,ZOOKEEPER
ZOOKEEPER-2186,2,ZOOKEEPER
ZOOKEEPER-2184,23,ZOOKEEPER
ZOOKEEPER-1222,19,ZOOKEEPER
ZOOKEEPER-1220,3,ZOOKEEPER
ZOOKEEPER-1388,14,ZOOKEEPER
ZOOKEEPER-2743,4,ZOOKEEPER
ZOOKEEPER-1387,10,ZOOKEEPER
ZOOKEEPER-2581,16,ZOOKEEPER
ZOOKEEPER-2172,13,ZOOKEEPER
ZOOKEEPER-2171,24,ZOOKEEPER
ZOOKEEPER-1333,1,ZOOKEEPER
ZOOKEEPER-1058,2,ZOOKEEPER
ZOOKEEPER-2174,24,ZOOKEEPER
ZOOKEEPER-2072,23,ZOOKEEPER
ZOOKEEPER-1782,19,ZOOKEEPER
ZOOKEEPER-2074,11,ZOOKEEPER
ZOOKEEPER-2264,5,ZOOKEEPER
ZOOKEEPER-2680,7,ZOOKEEPER
ZOOKEEPER-2683,1,ZOOKEEPER
ZOOKEEPER-1926,22,ZOOKEEPER
ZOOKEEPER-1437,16,ZOOKEEPER
ZOOKEEPER-2442,3,ZOOKEEPER
ZOOKEEPER-961,2,ZOOKEEPER
ZOOKEEPER-2684,7,ZOOKEEPER
ZOOKEEPER-3125,45,ZOOKEEPER
ZOOKEEPER-2201,3,ZOOKEEPER
ZOOKEEPER-1535,20,ZOOKEEPER
ZOOKEEPER-2195,11,ZOOKEEPER
ZOOKEEPER-2026,1,ZOOKEEPER
ZOOKEEPER-3104,0,ZOOKEEPER
ZOOKEEPER-1338,6,ZOOKEEPER
ZOOKEEPER-2853,40,ZOOKEEPER
ZOOKEEPER-2190,3,ZOOKEEPER
ZOOKEEPER-2988,2,ZOOKEEPER
ZOOKEEPER-882,0,ZOOKEEPER
ZOOKEEPER-1236,11,ZOOKEEPER
ZOOKEEPER-1136,2,ZOOKEEPER
ZOOKEEPER-1238,17,ZOOKEEPER
ZOOKEEPER-2901,2,ZOOKEEPER
ZOOKEEPER-2297,9,ZOOKEEPER
ZOOKEEPER-2295,28,ZOOKEEPER
ZOOKEEPER-1578,8,ZOOKEEPER
ZOOKEEPER-335,2,ZOOKEEPER
ZOOKEEPER-2060,1,ZOOKEEPER
ZOOKEEPER-2062,0,ZOOKEEPER
ZOOKEEPER-2064,23,ZOOKEEPER
ZOOKEEPER-2299,6,ZOOKEEPER
ZOOKEEPER-1910,1,ZOOKEEPER
ZOOKEEPER-2239,6,ZOOKEEPER
ZOOKEEPER-973,9,ZOOKEEPER
ZOOKEEPER-975,2,ZOOKEEPER
ZOOKEEPER-1521,14,ZOOKEEPER
ZOOKEEPER-2029,1,ZOOKEEPER
ZOOKEEPER-1522,12,ZOOKEEPER
ZOOKEEPER-3131,4,ZOOKEEPER
ZOOKEEPER-2193,2,ZOOKEEPER
ZOOKEEPER-2539,7,ZOOKEEPER
ZOOKEEPER-3038,2,ZOOKEEPER
ZOOKEEPER-1990,21,ZOOKEEPER
ZOOKEEPER-1540,2,ZOOKEEPER
ZOOKEEPER-1753,17,ZOOKEEPER
ZOOKEEPER-1751,5,ZOOKEEPER
ZOOKEEPER-1573,8,ZOOKEEPER
ZOOKEEPER-1460,17,ZOOKEEPER
ZOOKEEPER-1046,2,ZOOKEEPER
ZOOKEEPER-1358,8,ZOOKEEPER
ZOOKEEPER-2914,40,ZOOKEEPER
ZOOKEEPER-1049,2,ZOOKEEPER
ZOOKEEPER-2606,34,ZOOKEEPER
ZOOKEEPER-2726,0,ZOOKEEPER
ZOOKEEPER-2725,2,ZOOKEEPER
ZOOKEEPER-2722,40,ZOOKEEPER
ZOOKEEPER-2052,1,ZOOKEEPER
ZOOKEEPER-2252,8,ZOOKEEPER
ZOOKEEPER-1843,22,ZOOKEEPER
ZOOKEEPER-2355,40,ZOOKEEPER
ZOOKEEPER-2806,0,ZOOKEEPER
ZOOKEEPER-1465,14,ZOOKEEPER
