Bug,Releases Slept,Project
WICKET-4361,1,WICKET
WICKET-4886,0,WICKET
WICKET-702,1,WICKET
WICKET-3239,0,WICKET
WICKET-1777,1,WICKET
WICKET-1415,0,WICKET
WICKET-3337,1,WICKET
WICKET-3232,0,WICKET
WICKET-3231,0,WICKET
WICKET-3339,1,WICKET
WICKET-1705,1,WICKET
WICKET-1704,14,WICKET
WICKET-1706,1,WICKET
WICKET-1701,1,WICKET
WICKET-2891,1,WICKET
WICKET-6036,2,WICKET
WICKET-4409,1,WICKET
WICKET-3164,7,WICKET
WICKET-5103,2,WICKET
WICKET-5102,1,WICKET
WICKET-5101,7,WICKET
WICKET-6031,0,WICKET
WICKET-5060,10,WICKET
WICKET-5061,1,WICKET
WICKET-6135,0,WICKET
WICKET-6134,0,WICKET
WICKET-6133,0,WICKET
WICKET-6131,5,WICKET
WICKET-5973,3,WICKET
WICKET-5068,11,WICKET
WICKET-4406,1,WICKET
WICKET-4401,1,WICKET
WICKET-2688,1,WICKET
WICKET-6139,13,WICKET
WICKET-4788,1,WICKET
WICKET-2704,3,WICKET
WICKET-1676,0,WICKET
WICKET-2330,1,WICKET
WICKET-2333,4,WICKET
WICKET-3249,12,WICKET
WICKET-6481,2,WICKET
WICKET-4213,4,WICKET
WICKET-824,1,WICKET
WICKET-6485,2,WICKET
WICKET-4217,0,WICKET
WICKET-4816,4,WICKET
WICKET-2057,0,WICKET
WICKET-2050,0,WICKET
WICKET-4810,14,WICKET
WICKET-2115,15,WICKET
WICKET-5131,1,WICKET
WICKET-2861,0,WICKET
WICKET-5814,1,WICKET
WICKET-6221,1,WICKET
WICKET-4749,0,WICKET
WICKET-4626,2,WICKET
WICKET-4743,2,WICKET
WICKET-330,0,WICKET
WICKET-1416,1,WICKET
WICKET-1796,1,WICKET
WICKET-1797,3,WICKET
WICKET-1794,1,WICKET
WICKET-3483,0,WICKET
WICKET-4126,2,WICKET
WICKET-5619,1,WICKET
WICKET-4696,1,WICKET
WICKET-6045,0,WICKET
WICKET-6044,0,WICKET
WICKET-2025,0,WICKET
WICKET-2616,1,WICKET
WICKET-2617,0,WICKET
WICKET-1605,7,WICKET
WICKET-2753,1,WICKET
WICKET-2200,18,WICKET
WICKET-2203,2,WICKET
WICKET-2619,1,WICKET
WICKET-631,1,WICKET
WICKET-1930,1,WICKET
WICKET-1931,1,WICKET
WICKET-5462,0,WICKET
WICKET-4642,0,WICKET
WICKET-6546,17,WICKET
WICKET-6545,0,WICKET
WICKET-4837,5,WICKET
WICKET-5968,1,WICKET
WICKET-4865,1,WICKET
WICKET-4864,1,WICKET
WICKET-5964,0,WICKET
WICKET-5967,1,WICKET
WICKET-5966,1,WICKET
WICKET-6623,92,WICKET
WICKET-5960,0,WICKET
WICKET-812,5,WICKET
WICKET-4134,2,WICKET
WICKET-4136,2,WICKET
WICKET-4645,4,WICKET
WICKET-3998,0,WICKET
WICKET-807,1,WICKET
WICKET-809,0,WICKET
WICKET-1560,3,WICKET
WICKET-3991,0,WICKET
WICKET-5689,8,WICKET
WICKET-5841,3,WICKET
WICKET-932,8,WICKET
WICKET-2345,1,WICKET
WICKET-1846,1,WICKET
WICKET-1845,1,WICKET
WICKET-1843,4,WICKET
WICKET-4597,3,WICKET
WICKET-4968,0,WICKET
WICKET-6267,2,WICKET
WICKET-4964,4,WICKET
WICKET-4962,0,WICKET
WICKET-796,1,WICKET
WICKET-6340,0,WICKET
WICKET-5482,0,WICKET
WICKET-6342,0,WICKET
WICKET-1305,0,WICKET
WICKET-1307,0,WICKET
WICKET-6349,1,WICKET
WICKET-4256,0,WICKET
WICKET-4420,1,WICKET
WICKET-6533,2,WICKET
WICKET-6530,2,WICKET
WICKET-3548,45,WICKET
WICKET-3058,0,WICKET
WICKET-1051,2,WICKET
WICKET-4000,6,WICKET
WICKET-2497,0,WICKET
WICKET-3297,1,WICKET
WICKET-5369,1,WICKET
WICKET-5532,2,WICKET
WICKET-3698,0,WICKET
WICKET-3753,19,WICKET
WICKET-728,1,WICKET
WICKET-899,1,WICKET
WICKET-1226,0,WICKET
WICKET-3690,0,WICKET
WICKET-894,1,WICKET
WICKET-5437,0,WICKET
WICKET-720,0,WICKET
WICKET-3696,21,WICKET
WICKET-2485,7,WICKET
WICKET-3965,0,WICKET
WICKET-3272,1,WICKET
WICKET-4152,0,WICKET
WICKET-574,34,WICKET
WICKET-2589,1,WICKET
WICKET-1667,1,WICKET
WICKET-3278,1,WICKET
WICKET-4130,0,WICKET
WICKET-991,0,WICKET
WICKET-5029,3,WICKET
WICKET-3441,2,WICKET
WICKET-4441,25,WICKET
WICKET-4500,0,WICKET
WICKET-4443,3,WICKET
WICKET-5027,0,WICKET
WICKET-5020,3,WICKET
WICKET-1152,6,WICKET
WICKET-4501,0,WICKET
WICKET-1015,2,WICKET
WICKET-1014,0,WICKET
WICKET-4561,1,WICKET
WICKET-1376,7,WICKET
WICKET-1397,0,WICKET
WICKET-973,1,WICKET
WICKET-974,1,WICKET
WICKET-1455,0,WICKET
WICKET-1391,1,WICKET
WICKET-4255,0,WICKET
WICKET-3576,1,WICKET
WICKET-4250,0,WICKET
WICKET-4318,0,WICKET
WICKET-4317,6,WICKET
WICKET-4258,0,WICKET
WICKET-3470,2,WICKET
WICKET-4312,0,WICKET
WICKET-3733,0,WICKET
WICKET-3309,1,WICKET
WICKET-2251,1,WICKET
WICKET-1619,6,WICKET
WICKET-3301,1,WICKET
WICKET-2397,13,WICKET
WICKET-2396,0,WICKET
WICKET-2394,12,WICKET
WICKET-5793,11,WICKET
WICKET-5790,0,WICKET
WICKET-1021,3,WICKET
WICKET-2161,5,WICKET
WICKET-6007,1,WICKET
WICKET-5098,1,WICKET
WICKET-1695,11,WICKET
WICKET-6002,2,WICKET
WICKET-6001,2,WICKET
WICKET-4105,53,WICKET
WICKET-6160,2,WICKET
WICKET-6161,4,WICKET
WICKET-6165,1,WICKET
WICKET-2650,24,WICKET
WICKET-3832,1,WICKET
WICKET-6493,6,WICKET
WICKET-3958,0,WICKET
WICKET-382,2,WICKET
WICKET-2892,32,WICKET
WICKET-3372,2,WICKET
WICKET-5908,0,WICKET
WICKET-6277,1,WICKET
WICKET-4829,0,WICKET
WICKET-4827,11,WICKET
WICKET-3439,1,WICKET
WICKET-2027,0,WICKET
WICKET-4824,0,WICKET
WICKET-5924,2,WICKET
WICKET-1879,2,WICKET
WICKET-2022,0,WICKET
WICKET-2151,2,WICKET
WICKET-4173,3,WICKET
WICKET-4172,1,WICKET
WICKET-4175,1,WICKET
WICKET-5845,0,WICKET
WICKET-1521,9,WICKET
WICKET-4178,1,WICKET
WICKET-5486,2,WICKET
WICKET-2621,0,WICKET
WICKET-3954,0,WICKET
WICKET-4563,1,WICKET
WICKET-1442,0,WICKET
WICKET-901,2,WICKET
WICKET-5997,0,WICKET
WICKET-4777,2,WICKET
WICKET-4776,8,WICKET
WICKET-1444,0,WICKET
WICKET-1445,1,WICKET
WICKET-1886,1,WICKET
WICKET-5783,98,WICKET
WICKET-4346,11,WICKET
WICKET-2092,2,WICKET
WICKET-4379,1,WICKET
WICKET-2525,3,WICKET
WICKET-5994,1,WICKET
WICKET-5995,0,WICKET
WICKET-5996,1,WICKET
WICKET-2620,2,WICKET
WICKET-2156,10,WICKET
XALANJ-2424,0,XALANJ
XALANJ-2321,0,XALANJ
XALANJ-1497,15,XALANJ
XALANJ-2219,15,XALANJ
XALANJ-1887,0,XALANJ
XALANJ-2121,15,XALANJ
XALANJ-2108,1,XALANJ
XALANJ-2271,16,XALANJ
XALANJ-2154,44,XALANJ
XERCESJ-977,7,XERCESJ
XERCESJ-1167,1,XERCESJ
XERCESJ-971,1,XERCESJ
XERCESJ-1242,0,XERCESJ
XERCESJ-1006,1,XERCESJ
XERCESJ-1007,4,XERCESJ
XERCESJ-1247,0,XERCESJ
XERCESJ-589,30,XERCESJ
XERCESJ-1245,0,XERCESJ
XERCESJ-1248,1,XERCESJ
XERCESJ-1249,4,XERCESJ
XERCESJ-1334,0,XERCESJ
XERCESJ-1335,0,XERCESJ
XERCESJ-1089,0,XERCESJ
XERCESJ-1085,0,XERCESJ
XERCESJ-1080,7,XERCESJ
XERCESJ-1082,2,XERCESJ
XERCESJ-1083,0,XERCESJ
XERCESJ-682,26,XERCESJ
XERCESJ-865,10,XERCESJ
XERCESJ-206,40,XERCESJ
XERCESJ-981,1,XERCESJ
XERCESJ-980,1,XERCESJ
XERCESJ-1159,5,XERCESJ
XERCESJ-1016,1,XERCESJ
XERCESJ-1323,0,XERCESJ
XERCESJ-1010,1,XERCESJ
XERCESJ-1446,0,XERCESJ
XERCESJ-1097,1,XERCESJ
XERCESJ-1094,0,XERCESJ
XERCESJ-1090,0,XERCESJ
XERCESJ-506,30,XERCESJ
XERCESJ-1141,0,XERCESJ
XERCESJ-991,1,XERCESJ
XERCESJ-994,9,XERCESJ
XERCESJ-997,43,XERCESJ
XERCESJ-1220,0,XERCESJ
XERCESJ-1221,0,XERCESJ
XERCESJ-1223,0,XERCESJ
XERCESJ-1224,0,XERCESJ
XERCESJ-1209,0,XERCESJ
XERCESJ-919,1,XERCESJ
XERCESJ-1021,5,XERCESJ
XERCESJ-1025,1,XERCESJ
XERCESJ-950,1,XERCESJ
XERCESJ-1371,0,XERCESJ
XERCESJ-1582,2,XERCESJ
XERCESJ-1240,0,XERCESJ
XERCESJ-1667,14,XERCESJ
XERCESJ-1039,2,XERCESJ
XERCESJ-1233,0,XERCESJ
XERCESJ-1232,0,XERCESJ
XERCESJ-1231,0,XERCESJ
XERCESJ-1230,0,XERCESJ
XERCESJ-843,9,XERCESJ
XERCESJ-1235,0,XERCESJ
XERCESJ-1234,0,XERCESJ
XERCESJ-1134,2,XERCESJ
XERCESJ-1135,0,XERCESJ
XERCESJ-1137,0,XERCESJ
XERCESJ-1348,0,XERCESJ
XERCESJ-1385,1,XERCESJ
XERCESJ-735,22,XERCESJ
XERCESJ-944,0,XERCESJ
XERCESJ-1207,0,XERCESJ
XERCESJ-1229,1,XERCESJ
XERCESJ-1206,0,XERCESJ
XERCESJ-1079,7,XERCESJ
XERCESJ-1204,0,XERCESJ
XERCESJ-1202,0,XERCESJ
XERCESJ-1203,0,XERCESJ
XERCESJ-960,1,XERCESJ
XERCESJ-1377,1,XERCESJ
XERCESJ-1374,0,XERCESJ
XERCESJ-1375,0,XERCESJ
XERCESJ-1044,2,XERCESJ
XERCESJ-1047,2,XERCESJ
XERCESJ-1127,0,XERCESJ
XERCESJ-1126,1,XERCESJ
XERCESJ-1123,1,XERCESJ
XERCESJ-1128,0,XERCESJ
XERCESJ-701,21,XERCESJ
XERCESJ-967,1,XERCESJ
XERCESJ-1403,0,XERCESJ
XERCESJ-1059,2,XERCESJ
XERCESJ-1212,3,XERCESJ
XERCESJ-1218,0,XERCESJ
XERCESJ-947,0,XERCESJ
XERCESJ-1066,6,XERCESJ
XERCESJ-1111,0,XERCESJ
XERCESJ-1407,0,XERCESJ
XERCESJ-949,1,XERCESJ
XERCESJ-948,0,XERCESJ
XERCESJ-470,27,XERCESJ
XERCESJ-1394,0,XERCESJ
XERCESJ-1065,2,XERCESJ
XERCESJ-1062,2,XERCESJ
XERCESJ-1063,2,XERCESJ
XERCESJ-1061,6,XERCESJ
XERCESJ-1398,0,XERCESJ
XERCESJ-1068,4,XERCESJ
XERCESJ-1413,0,XERCESJ
XERCESJ-1265,0,XERCESJ
XERCESJ-1410,0,XERCESJ
XERCESJ-1260,0,XERCESJ
XERCESJ-815,14,XERCESJ
XERCESJ-816,13,XERCESJ
XERCESJ-1183,2,XERCESJ
XERCESJ-1228,0,XERCESJ
XERCESJ-954,1,XERCESJ
XERCESJ-1023,1,XERCESJ
XERCESJ-969,1,XERCESJ
XERCESJ-1073,2,XERCESJ
XERCESJ-1076,4,XERCESJ
XERCESJ-961,1,XERCESJ
XERCESJ-1078,2,XERCESJ
XERCESJ-962,1,XERCESJ
XERCESJ-1389,0,XERCESJ
XERCESJ-966,1,XERCESJ
XERCESJ-1309,0,XERCESJ
XERCESJ-1308,0,XERCESJ
XERCESJ-809,21,XERCESJ
XERCESJ-1278,0,XERCESJ
AVRO-86,2,AVRO
AVRO-759,3,AVRO
AVRO-755,6,AVRO
AVRO-994,0,AVRO
AVRO-997,25,AVRO
AVRO-996,0,AVRO
AVRO-1183,0,AVRO
AVRO-1355,0,AVRO
AVRO-1623,36,AVRO
AVRO-596,0,AVRO
AVRO-1966,0,AVRO
AVRO-912,13,AVRO
AVRO-1215,3,AVRO
AVRO-696,6,AVRO
AVRO-851,15,AVRO
AVRO-1498,0,AVRO
AVRO-1901,5,AVRO
AVRO-150,0,AVRO
AVRO-1908,42,AVRO
AVRO-609,2,AVRO
AVRO-761,8,AVRO
AVRO-1821,7,AVRO
AVRO-499,0,AVRO
AVRO-607,40,AVRO
AVRO-1500,1,AVRO
AVRO-1027,1,AVRO
AVRO-1348,19,AVRO
AVRO-962,16,AVRO
AVRO-688,5,AVRO
AVRO-1170,1,AVRO
AVRO-1512,18,AVRO
AVRO-775,8,AVRO
AVRO-671,5,AVRO
AVRO-573,2,AVRO
AVRO-1331,33,AVRO
AVRO-1334,36,AVRO
AVRO-1489,19,AVRO
AVRO-879,2,AVRO
AVRO-1128,26,AVRO
AVRO-978,19,AVRO
AVRO-1997,0,AVRO
AVRO-669,6,AVRO
AVRO-842,11,AVRO
AVRO-663,0,AVRO
AVRO-701,6,AVRO
AVRO-948,0,AVRO
AVRO-1000,19,AVRO
AVRO-1455,20,AVRO
AVRO-943,15,AVRO
AVRO-1715,22,AVRO
AVRO-1154,14,AVRO
AVRO-1493,41,AVRO
AVRO-1150,26,AVRO
AVRO-1652,0,AVRO
AVRO-786,10,AVRO
AVRO-1819,41,AVRO
AVRO-650,4,AVRO
AVRO-1780,39,AVRO
AVRO-1781,2,AVRO
AVRO-1465,16,AVRO
AVRO-710,0,AVRO
AVRO-1546,28,AVRO
AVRO-1929,5,AVRO
AVRO-951,3,AVRO
AVRO-1146,0,AVRO
AVRO-1316,33,AVRO
AVRO-1144,7,AVRO
AVRO-1099,24,AVRO
AVRO-1667,41,AVRO
AVRO-790,10,AVRO
AVRO-1869,0,AVRO
AVRO-1094,1,AVRO
AVRO-643,0,AVRO
AVRO-1473,35,AVRO
AVRO-1308,16,AVRO
AVRO-1576,1,AVRO
AVRO-1923,42,AVRO
AVRO-1266,9,AVRO
AVRO-1171,0,AVRO
AVRO-541,2,AVRO
AVRO-1175,0,AVRO
AVRO-942,16,AVRO
AVRO-1676,22,AVRO
AVRO-1069,25,AVRO
AVRO-1954,0,AVRO
AVRO-809,0,AVRO
AVRO-944,17,AVRO
AVRO-1445,18,AVRO
AVRO-1564,19,AVRO
AVRO-1119,5,AVRO
AVRO-1046,1,AVRO
AVRO-832,11,AVRO
AVRO-1374,0,AVRO
AVRO-1597,9,AVRO
AVRO-1970,0,AVRO
AVRO-1944,25,AVRO
AVRO-1454,0,AVRO
AVRO-906,13,AVRO
AVRO-1457,1,AVRO
AVRO-1458,0,AVRO
AVRO-743,1,AVRO
AVRO-589,2,AVRO
AVRO-824,11,AVRO
AVRO-820,4,AVRO
AVRO-1201,0,AVRO
AVRO-1972,0,AVRO
AVRO-1045,0,AVRO
AVRO-1596,33,AVRO
AVRO-1592,36,AVRO
AVRO-1111,2,AVRO
AVRO-1755,22,AVRO
AVRO-1598,33,AVRO
AVRO-1049,4,AVRO
AVRO-901,16,AVRO
CHUKWA-801,7,CHUKWA
CHUKWA-762,5,CHUKWA
CHUKWA-743,5,CHUKWA
CHUKWA-764,5,CHUKWA
CHUKWA-771,5,CHUKWA
CHUKWA-710,0,CHUKWA
CHUKWA-784,5,CHUKWA
FALCON-2273,26,FALCON
FALCON-2073,22,FALCON
FALCON-1859,22,FALCON
FALCON-2072,7,FALCON
FALCON-2057,4,FALCON
FALCON-2056,4,FALCON
FALCON-2097,26,FALCON
FALCON-2293,26,FALCON
FALCON-69,2,FALCON
FALCON-2280,26,FALCON
FALCON-2281,26,FALCON
FALCON-2292,26,FALCON
FALCON-2305,26,FALCON
FALCON-2290,26,FALCON
FALCON-2286,26,FALCON
FALCON-2287,26,FALCON
FALCON-2284,26,FALCON
FALCON-2263,26,FALCON
FALCON-206,4,FALCON
FALCON-1165,4,FALCON
FALCON-1604,0,FALCON
FALCON-1674,18,FALCON
FALCON-632,0,FALCON
FALCON-717,12,FALCON
FALCON-764,6,FALCON
FALCON-2047,7,FALCON
FALCON-123,5,FALCON
FALCON-773,0,FALCON
FALCON-610,0,FALCON
FALCON-1025,3,FALCON
FALCON-1446,5,FALCON
FALCON-1203,19,FALCON
FALCON-1273,1,FALCON
FALCON-1100,14,FALCON
FALCON-555,2,FALCON
FALCON-2113,16,FALCON
FALCON-2125,0,FALCON
FALCON-329,14,FALCON
FALCON-766,12,FALCON
FALCON-264,5,FALCON
FALCON-240,8,FALCON
FALCON-152,2,FALCON
FALCON-950,14,FALCON
FALCON-2259,5,FALCON
FALCON-2238,3,FALCON
FALCON-2224,3,FALCON
FALCON-2230,3,FALCON
FALCON-1852,22,FALCON
FALCON-2321,28,FALCON
FALCON-417,2,FALCON
FALCON-760,0,FALCON
FALCON-819,0,FALCON
FALCON-1398,17,FALCON
FALCON-1278,2,FALCON
FALCON-2060,12,FALCON
FALCON-2175,16,FALCON
FALCON-1312,2,FALCON
FALCON-127,2,FALCON
FALCON-2314,15,FALCON
FALCON-2133,10,FALCON
FALCON-2084,19,FALCON
FALCON-2028,3,FALCON
FALCON-2101,1,FALCON
FALCON-880,0,FALCON
FALCON-1371,2,FALCON
FALCON-1819,1,FALCON
FALCON-2095,5,FALCON
FALCON-2111,0,FALCON
FALCON-1867,0,FALCON
FALCON-1783,0,FALCON
FALCON-1931,12,FALCON
FALCON-677,11,FALCON
FALCON-1020,14,FALCON
FALCON-357,3,FALCON
FALCON-581,0,FALCON
FALCON-1978,16,FALCON
FALCON-1984,9,FALCON
FALCON-1101,0,FALCON
FALCON-2062,16,FALCON
FALCON-482,0,FALCON
FALCON-278,5,FALCON
FALCON-99,6,FALCON
FALCON-1384,2,FALCON
FALCON-2267,3,FALCON
FALCON-2221,3,FALCON
FALCON-2274,3,FALCON
FALCON-1332,2,FALCON
FALCON-1415,2,FALCON
FALCON-2075,4,FALCON
FALCON-2324,15,FALCON
FALCON-1429,2,FALCON
FALCON-2096,13,FALCON
FALCON-2229,3,FALCON
FALCON-2171,26,FALCON
FALCON-237,11,FALCON
FALCON-2049,22,FALCON
FALCON-1844,4,FALCON
FALCON-226,3,FALCON
FALCON-1074,14,FALCON
FALCON-1260,11,FALCON
FALCON-973,14,FALCON
FALCON-106,0,FALCON
FALCON-1365,5,FALCON
FALCON-65,1,FALCON
FALCON-302,3,FALCON
FALCON-976,4,FALCON
FALCON-1846,12,FALCON
FALCON-1569,11,FALCON
FALCON-622,0,FALCON
FALCON-1002,7,FALCON
FALCON-609,0,FALCON
FALCON-2080,3,FALCON
FALCON-2303,3,FALCON
FALCON-2147,5,FALCON
FALCON-2018,1,FALCON
FALCON-1908,16,FALCON
FALCON-483,0,FALCON
FALCON-159,2,FALCON
FALCON-1489,5,FALCON
FALCON-2017,4,FALCON
FALCON-55,0,FALCON
FALCON-566,9,FALCON
FALCON-1410,20,FALCON
FALCON-1382,2,FALCON
FALCON-681,0,FALCON
FALCON-873,0,FALCON
FALCON-2318,18,FALCON
FALCON-2010,9,FALCON
FALCON-1568,0,FALCON
FALCON-1024,14,FALCON
FALCON-1941,4,FALCON
FALCON-706,0,FALCON
FALCON-1339,2,FALCON
FALCON-60,5,FALCON
FALCON-1104,4,FALCON
FALCON-1311,1,FALCON
FALCON-213,0,FALCON
FALCON-1881,1,FALCON
FALCON-1584,0,FALCON
FALCON-1866,0,FALCON
FALCON-1266,5,FALCON
FALCON-38,1,FALCON
FALCON-1886,1,FALCON
FALCON-1338,2,FALCON
FALCON-1401,14,FALCON
FALCON-777,0,FALCON
FALCON-944,14,FALCON
FALCON-2177,4,FALCON
FALCON-1244,4,FALCON
FALCON-1399,1,FALCON
FALCON-597,0,FALCON
FALCON-1359,2,FALCON
FALCON-72,2,FALCON
FALCON-829,0,FALCON
FALCON-1462,5,FALCON
FALCON-937,4,FALCON
FALCON-1985,1,FALCON
FALCON-2146,1,FALCON
FALCON-1606,0,FALCON
FALCON-1825,1,FALCON
FALCON-1572,0,FALCON
FALCON-1840,7,FALCON
FALCON-2058,9,FALCON
FALCON-1793,3,FALCON
FALCON-1845,0,FALCON
FALCON-1143,14,FALCON
FALCON-460,2,FALCON
FALCON-2034,13,FALCON
FALCON-2298,8,FALCON
FALCON-561,3,FALCON
FALCON-2291,3,FALCON
FALCON-1605,0,FALCON
FALCON-1014,4,FALCON
FALCON-2116,5,FALCON
FALCON-1369,11,FALCON
FALCON-1329,17,FALCON
FALCON-109,11,FALCON
FALCON-1743,0,FALCON
FALCON-1064,10,FALCON
FALCON-1943,9,FALCON
FALCON-1259,2,FALCON
FALCON-978,1,FALCON
FALCON-694,0,FALCON
FALCON-2275,3,FALCON
FALCON-2276,3,FALCON
FALCON-1344,17,FALCON
FALCON-1838,1,FALCON
FALCON-2104,18,FALCON
FALCON-355,5,FALCON
FALCON-2035,12,FALCON
FALCON-1323,2,FALCON
FALCON-185,2,FALCON
FALCON-2203,3,FALCON
FALCON-2025,7,FALCON
FALCON-2325,5,FALCON
FALCON-1969,22,FALCON
FALCON-1372,3,FALCON
FALCON-323,5,FALCON
FALCON-459,2,FALCON
FALCON-1784,1,FALCON
FALCON-269,2,FALCON
FALCON-1621,7,FALCON
FALCON-2127,11,FALCON
FALCON-24,2,FALCON
FALCON-1974,22,FALCON
FALCON-124,3,FALCON
FALCON-297,5,FALCON
FALCON-2128,23,FALCON
FALCON-1127,8,FALCON
FALCON-298,14,FALCON
FALCON-917,1,FALCON
FALCON-2067,0,FALCON
FALCON-2279,3,FALCON
FALCON-619,0,FALCON
FALCON-52,0,FALCON
FALCON-2270,5,FALCON
FALCON-2088,22,FALCON
FALCON-1416,7,FALCON
FALCON-241,4,FALCON
GIRAPH-1015,6,GIRAPH
GIRAPH-309,0,GIRAPH
GIRAPH-302,0,GIRAPH
GIRAPH-576,0,GIRAPH
GIRAPH-708,4,GIRAPH
GIRAPH-386,0,GIRAPH
GIRAPH-675,3,GIRAPH
GIRAPH-702,3,GIRAPH
GIRAPH-389,0,GIRAPH
GIRAPH-860,4,GIRAPH
GIRAPH-267,0,GIRAPH
GIRAPH-983,1,GIRAPH
GIRAPH-1009,6,GIRAPH
GIRAPH-233,0,GIRAPH
GIRAPH-297,0,GIRAPH
GIRAPH-560,3,GIRAPH
GIRAPH-647,3,GIRAPH
GIRAPH-739,4,GIRAPH
GIRAPH-736,4,GIRAPH
GIRAPH-1091,2,GIRAPH
GIRAPH-972,7,GIRAPH
GIRAPH-977,2,GIRAPH
GIRAPH-871,3,GIRAPH
GIRAPH-896,3,GIRAPH
GIRAPH-551,0,GIRAPH
GIRAPH-658,3,GIRAPH
GIRAPH-732,4,GIRAPH
GIRAPH-653,3,GIRAPH
GIRAPH-651,3,GIRAPH
GIRAPH-650,3,GIRAPH
GIRAPH-657,3,GIRAPH
GIRAPH-655,4,GIRAPH
GIRAPH-722,3,GIRAPH
GIRAPH-725,3,GIRAPH
GIRAPH-724,3,GIRAPH
GIRAPH-805,3,GIRAPH
GIRAPH-1083,6,GIRAPH
GIRAPH-499,0,GIRAPH
GIRAPH-960,5,GIRAPH
GIRAPH-963,1,GIRAPH
GIRAPH-962,7,GIRAPH
GIRAPH-967,1,GIRAPH
GIRAPH-492,0,GIRAPH
GIRAPH-494,0,GIRAPH
GIRAPH-497,0,GIRAPH
GIRAPH-218,0,GIRAPH
GIRAPH-212,0,GIRAPH
GIRAPH-1103,6,GIRAPH
GIRAPH-543,0,GIRAPH
GIRAPH-355,0,GIRAPH
GIRAPH-903,5,GIRAPH
GIRAPH-624,3,GIRAPH
GIRAPH-311,3,GIRAPH
GIRAPH-293,0,GIRAPH
GIRAPH-819,3,GIRAPH
GIRAPH-296,0,GIRAPH
GIRAPH-423,0,GIRAPH
GIRAPH-1039,6,GIRAPH
GIRAPH-1036,6,GIRAPH
GIRAPH-187,0,GIRAPH
GIRAPH-1058,6,GIRAPH
GIRAPH-1115,1,GIRAPH
GIRAPH-705,3,GIRAPH
GIRAPH-438,0,GIRAPH
GIRAPH-627,0,GIRAPH
GIRAPH-433,0,GIRAPH
GIRAPH-634,2,GIRAPH
GIRAPH-630,1,GIRAPH
GIRAPH-435,0,GIRAPH
GIRAPH-530,0,GIRAPH
GIRAPH-746,3,GIRAPH
GIRAPH-536,0,GIRAPH
GIRAPH-825,3,GIRAPH
GIRAPH-742,3,GIRAPH
GIRAPH-947,4,GIRAPH
GIRAPH-945,4,GIRAPH
GIRAPH-1028,1,GIRAPH
GIRAPH-1020,6,GIRAPH
GIRAPH-424,0,GIRAPH
GIRAPH-276,0,GIRAPH
GIRAPH-1070,7,GIRAPH
GIRAPH-778,3,GIRAPH
GIRAPH-373,0,GIRAPH
GIRAPH-752,3,GIRAPH
GIRAPH-444,0,GIRAPH
GIRAPH-773,3,GIRAPH
GIRAPH-688,3,GIRAPH
GIRAPH-836,3,GIRAPH
GIRAPH-834,3,GIRAPH
GIRAPH-833,4,GIRAPH
GIRAPH-831,4,GIRAPH
GIRAPH-830,3,GIRAPH
GIRAPH-682,0,GIRAPH
GIRAPH-683,4,GIRAPH
GIRAPH-839,3,GIRAPH
GIRAPH-838,4,GIRAPH
GIRAPH-241,0,GIRAPH
GIRAPH-1075,2,GIRAPH
GIRAPH-1077,6,GIRAPH
GIRAPH-366,0,GIRAPH
GIRAPH-456,0,GIRAPH
GIRAPH-761,3,GIRAPH
GIRAPH-587,0,GIRAPH
GIRAPH-698,3,GIRAPH
GIRAPH-208,0,GIRAPH
GIRAPH-693,4,GIRAPH
GIRAPH-519,0,GIRAPH
GIRAPH-595,0,GIRAPH
GIRAPH-592,3,GIRAPH
GIRAPH-319,0,GIRAPH
GIRAPH-1069,6,GIRAPH
GIRAPH-259,0,GIRAPH
GIRAPH-258,0,GIRAPH
GIRAPH-589,0,GIRAPH
GIRAPH-505,0,GIRAPH
GIRAPH-718,3,GIRAPH
GIRAPH-666,3,GIRAPH
GIRAPH-915,3,GIRAPH
GIRAPH-717,3,GIRAPH
GIRAPH-850,4,GIRAPH
GIRAPH-853,3,GIRAPH
GIRAPH-855,3,GIRAPH
GIRAPH-992,6,GIRAPH
IVY-272,2,IVY
IVY-1253,10,IVY
IVY-89,0,IVY
IVY-1096,0,IVY
IVY-1465,0,IVY
IVY-1012,3,IVY
IVY-1152,2,IVY
IVY-779,0,IVY
IVY-652,2,IVY
IVY-656,0,IVY
IVY-974,3,IVY
IVY-975,0,IVY
IVY-1213,0,IVY
IVY-970,4,IVY
IVY-1199,6,IVY
IVY-1309,1,IVY
IVY-579,2,IVY
IVY-1301,9,IVY
IVY-1300,0,IVY
IVY-1475,0,IVY
IVY-982,5,IVY
IVY-1028,3,IVY
IVY-1227,0,IVY
IVY-1229,4,IVY
IVY-471,0,IVY
IVY-1478,0,IVY
IVY-537,2,IVY
IVY-864,2,IVY
IVY-861,2,IVY
IVY-1355,3,IVY
IVY-1336,4,IVY
IVY-682,1,IVY
IVY-1233,0,IVY
IVY-992,5,IVY
IVY-501,2,IVY
IVY-1234,0,IVY
IVY-1036,5,IVY
IVY-465,2,IVY
IVY-1400,1,IVY
IVY-1404,1,IVY
IVY-1131,0,IVY
IVY-1133,0,IVY
IVY-678,2,IVY
IVY-1482,0,IVY
IVY-1483,1,IVY
IVY-1321,4,IVY
IVY-1320,0,IVY
IVY-595,2,IVY
IVY-940,0,IVY
IVY-592,2,IVY
